Lookup ID,ZIP,Member,Total   Number of GIfts,Total Gifts Amount,Largest Gift Amount,Largest Gift Date,First Gift Amount,First Gift Date,Latest Gift Amount,Lastest Gift Date,Total Pledges,Predicted Affinity for Children's Causes,Predicted Affinity for Educational Causes,Predicted Affinity for Science,Predicted Affinity for Arts & Culture,Predicted Level of Technology Adoption
8-10030986,22030-5410,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1805,20171-4495,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10026880,20175-4351,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,Apprentice
8-10028112,20816-3326,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10019995,20152-4494,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10027624,22193-2618,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10032568,20164-1118,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031730,20053,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10040083,22015-3428,8-10003227,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10052666,20191-2967,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Apprentice
1039,20170-2483,"",1,100.00,100.00,12/30/2016,100.00,12/30/2016,100.00,12/30/2016,0.00,35,35,35,42,Apprentice
8-10031972,20003-2224,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044802,20744-3785,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10014532,22213-1106,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10022026,20175-6721,"",2,"5,000.00","2,500.00",12/11/2017,"2,500.00",7/26/2017,"2,500.00",12/11/2017,"5,000.00",90,35,35,42,0
8-10027292,22182-1497,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10049876,22205-2821,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10028338,20191-5831,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10018907,98075-7912,8-10002141,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032326,22079-1927,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10019626,22015-1706,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,35,0
8-10022990,22015-3530,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039319,03054-2364,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052197,20010-3103,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029002,20176-6931,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10038650,20136-2558,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,90,0,0,0
8-10051239,22193-4123,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10051813,22030-6204,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029789,22046,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10021558,22312-1026,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048646,22031-1130,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,90,0,35,0
8-10033464,19808-3729,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10039448,06057-2708,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017582,92023-0640,"",1,500.00,500.00,10/25/2016,500.00,10/25/2016,500.00,10/25/2016,0.00,0,0,0,35,0
94,20105-5917,"",1,200.00,200.00,5/24/2011,200.00,5/24/2011,200.00,5/24/2011,0.00,35,90,35,35,0
8-10032772,22307-1526,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10021239,99203-3241,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018925,22303-2417,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10053119,22152-2623,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024191,11228-2320,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033020,20007-4601,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10050664,22031-4206,8-10003735,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036384,20164-4825,8-10003081,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10050448,20171-3619,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017873,22101-3639,8-10002092,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022578,46032-8390,8-10002368,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048906,22033-5404,8-10003678,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025025,22152-2739,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10024556,22066-3034,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034283,20124-2366,8-10002972,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017747,20109-4802,8-10002082,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
175,22043-3029,"",1,"1,000.00","1,000.00",10/25/2017,"1,000.00",10/25/2017,"1,000.00",10/25/2017,"5,000.00",0,0,0,35,0
8-10026215,20817-4820,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10003550,20148,8-10001793,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022521,27587-3954,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027512,22101-5630,8-10002631,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048842,27712-2685,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10025438,17801,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10033981,22124-1016,8-10003400,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10052419,20191-1614,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,90,50,0
1048,19044-2559,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10049976,22124-1167,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031949,22314-5885,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10004070,34786-6700,8-10000142,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10035461,22030-2009,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10004033,22033-2447,8-10000139,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10031570,22182-3829,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Apprentice
8-10018115,49331-8554,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10052716,22031-1294,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032148,22030-8309,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10049877,22205-2821,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10005683,20152-1975,8-10000412,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10052494,22304-5202,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,Apprentice
8-10024192,11228-2320,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10047638,22182-3944,8-10002081,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10045127,22030-5937,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10048822,20772-7977,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029110,24613-9515,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10032339,20120-3010,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10047209,22003-1403,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10003667,20124-2348,8-10000011,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10012590,22182-1429,8-10001747,0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,90,0
8-10033135,21029-1382,8-10002915,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10036763,19422-1508,"",1,"2,500.00","2,500.00",11/14/2018,"2,500.00",11/14/2018,"2,500.00",11/14/2018,"2,500.00",35,35,35,42,Apprentice
8-10020396,22003-1802,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10049379,22030-2495,8-10003666,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049955,20165-5630,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1156,22182-3783,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10009020,22151-1722,8-10001559,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10039605,22314-3846,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,90,50,0
8-10040088,22003-2059,8-10003228,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022271,20176-7411,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10011495,20124-2446,8-10001640,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10046968,20164-5543,8-10003579,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10047050,20110-6651,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040406,22150-3632,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10013699,22182-5245,8-10001834,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10043141,22079-3008,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10050532,22153-1140,8-10003629,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Novice
8-10025639,22030-6759,8-10002497,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10027380,20170-3420,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028688,22033-2716,8-10002717,1,250.00,250.00,12/16/2019,250.00,12/16/2019,250.00,12/16/2019,0.00,0,0,0,0,0
81,20171-2300,"",1,250.00,250.00,5/24/2011,250.00,5/24/2011,250.00,5/24/2011,0.00,35,35,35,50,Apprentice
8-10053142,22124-2918,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10004247,22191-5480,8-10000364,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046511,01876-3346,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052077,94304-1317,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033723,20010-2415,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10004798,22031-3065,8-10000355,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1038,22101-3326,"",6,"6,445.81","5,000.00",3/17/2015,"1,000.00",5/6/2014,42.45,7/30/2016,0.00,0,0,0,35,0
8-10005382,20170-3437,8-10000378,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10020408,22039-1651,8-10002238,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10036229,20164-5209,8-10003065,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10003892,22015-3714,8-10000075,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10019716,20136-5102,8-10002886,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10032220,22033,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10005658,22015-1726,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10012507,99005-9065,8-10001736,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
2000,20190-3383,"",1,500.00,500.00,5/6/2014,500.00,5/6/2014,500.00,5/6/2014,0.00,35,35,35,42,0
8-10051435,20121-2253,8-10003789,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10047631,20155-5218,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10051728,20151-3355,8-10003801,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10014083,22958-2349,"",1,100.00,100.00,5/4/2016,100.00,5/4/2016,100.00,5/4/2016,0.00,35,35,35,42,Apprentice
2127,20155-1032,"",1,200.00,200.00,4/14/2015,200.00,4/14/2015,200.00,4/14/2015,0.00,0,0,0,35,0
1160,20186-2649,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10018491,20774,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044860,20147-4017,8-10003467,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10016889,22030-5508,8-10003375,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018577,20105-5567,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031187,20175-4011,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
1691,22031-3841,"",6,"6,000.00","1,000.00",12/16/2019,"1,000.00",4/22/2015,"1,000.00",12/16/2019,"10,000.00",35,35,35,35,0
8-10040225,20166-9370,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046651,22033-1251,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017117,20147-2736,8-10002037,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10050296,22182-3324,8-10001670,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10046633,22003-3951,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10004948,22181-3105,8-10000296,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026978,22030-5952,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10018732,45215,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024799,22026-2559,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,90,0,0,0
8-10025074,99577-8667,8-10002725,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10051245,20120-1135,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10026968,20762-5662,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10035486,22152-2735,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
409,20110-4944,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10035763,78724-1102,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038537,22032-2859,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018500,20136-2062,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032160,20166-6741,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047077,20171-4067,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10041707,20121-2564,8-10003340,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10016635,20152-4488,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10048989,22124-1107,8-10003640,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029351,22180-6540,8-10002749,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10013818,22181-3241,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018122,22033-5004,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10004293,20120-5202,8-10000191,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
2068,34105-5636,"",1,100.00,100.00,6/10/2014,100.00,6/10/2014,100.00,6/10/2014,0.00,0,0,0,0,0
8-10018631,20143-1125,8-10002108,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030492,45431-3423,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10053333,"","",,"",0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10032374,20120-6434,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10041683,22101-4420,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10026847,22554-2629,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
28,22066-4137,"",1,75.00,75.00,5/24/2011,75.00,5/24/2011,75.00,5/24/2011,0.00,0,0,0,0,Apprentice
8-10005015,20105-5400,"",1,200.00,200.00,6/9/2015,200.00,6/9/2015,200.00,6/9/2015,0.00,35,35,35,42,0
8-10031150,22033-2886,8-10002862,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018374,22042-3927,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Wizard
8-10042189,22039-2213,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043049,12962-3807,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,0,0,35,0
8-10043784,20176-1803,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031742,20171-4720,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10035814,22153-1139,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10017657,22153-1101,8-10002073,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10031833,22124-1325,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10006641,22030-1813,8-10000506,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10047576,20124-2124,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018554,22031-5402,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,35,0
8-10042831,20147-4074,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10041898,22315-5592,8-10002738,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
886,20191-2967,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031754,22033-4101,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10040477,22150-3257,8-10003264,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10045872,20171-1747,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032078,22182-1712,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10033565,22030-6093,8-10002942,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
2157,20148-4147,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10053271,22033-3517,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,Wizard
1041,20171-3853,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10045383,20190-3688,8-10003492,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,90,50,0
8-10024805,22207-1529,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10045449,22043-3068,8-10003494,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10004864,20152-3972,8-10000276,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048023,22310-2801,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10044247,20815-4826,8-10003435,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10012916,20165-4798,8-10001777,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10034585,95746-7102,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10018937,22031-3252,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038643,06851-1801,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040852,22030-3105,8-10001629,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033726,20105-6208,8-10002949,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049131,20190,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10033079,20136-2311,8-10002739,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
342,20194-1250,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10023077,20740-2851,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028574,22315-5066,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10026719,22031-3068,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10038529,22192-7700,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
304,22066-3911,"",1,200.00,200.00,5/23/2012,200.00,5/23/2012,200.00,5/23/2012,0.00,0,0,0,35,0
8-10032053,20191-3848,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10006077,22180,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,35,Apprentice
8-10004091,22043-1900,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032633,20169-3306,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10038524,22032-1810,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038597,20155-3814,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10018444,22003-2511,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10003563,22180-6373,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028836,20007-2968,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10042004,22041-2912,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006544,22101-3314,8-10000498,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049960,22101-2011,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10053259,22181-2833,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,Apprentice
8-10017676,20190-4334,"",1,100.00,100.00,10/25/2016,100.00,10/25/2016,100.00,10/25/2016,0.00,0,0,0,0,0
8-10046180,20008-1504,8-10003516,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10014702,22203-2711,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10015307,66218-9375,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
981,22066-2632,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Apprentice
8-10015781,20187-9187,8-10001949,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10048070,22151-3315,8-10003614,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018132,22003-1756,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1906,20194-1417,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Apprentice
1139,22124-1424,"",1,500.00,500.00,5/7/2013,500.00,5/7/2013,500.00,5/7/2013,0.00,35,35,35,50,0
1071,20148-7245,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10011307,22152-2150,8-10001618,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
381,22101-3009,"",5,"8,000.00","5,000.00",10/29/2014,"5,000.00",10/29/2014,"1,000.00",4/15/2020,"5,000.00",35,35,35,35,0
8-10027152,20136-1262,8-10002599,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10029825,20170-2732,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048274,22032-2109,8-10003621,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10049860,22039-3015,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052591,20120-1177,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10033773,20191-2517,8-10003206,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
2033,20190-3678,"",1,500.00,500.00,5/6/2014,500.00,5/6/2014,500.00,5/6/2014,0.00,0,0,0,0,0
8-10015450,20175-5849,"",1,5.00,5.00,7/19/2016,5.00,7/19/2016,5.00,7/19/2016,0.00,0,0,0,0,0
8-10047744,20181-1608,8-10003604,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10005139,22032-3440,8-10000333,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10052515,20120-7439,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048195,70810-1207,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044331,22003-5527,8-10003443,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10045262,20190-4773,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,90,35,50,0
8-10028751,22182-3431,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
41,22015-2548,"",1,200.00,200.00,5/24/2011,200.00,5/24/2011,200.00,5/24/2011,0.00,35,35,35,50,Apprentice
8-10040325,22306-1823,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10022881,20105-5615,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,42,0
